00:09:32.638 [nioEventLoopGroup-2-2] INFO  c.l.m.s.h.ConnectionAdapter - channel active:/127.0.0.1:51072
00:11:58.248 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}])
00:11:58.249 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.h.RtmpMessageHandler - client connect RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}]) 
00:11:58.249 [nioEventLoopGroup-2-4] INFO  c.l.m.s.h.ChunkEncoder - chunksize in encoder changed to:5000
00:11:58.250 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[releaseStream, 2.0, null, test])
00:11:58.250 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[FCPublish, 3.0, null, test])
00:11:58.250 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[createStream, 4.0, null])
00:11:58.250 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.h.RtmpMessageHandler - create stream received : RtmpCommandMessage(command=[createStream, 4.0, null])
00:11:58.251 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:11:58.251 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.h.RtmpMessageHandler - publish :RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:11:58.252 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpDataMessage(data=[@setDataFrame, onMetaData, {videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:11:58 2022}])
00:11:58.252 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.e.Stream - avcDecoderConfigurationRecord  ok
00:11:58.252 [defaultEventExecutorGroup-3-3] INFO  c.l.m.s.e.Stream - Metadata:{videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:11:58 2022}
00:12:00.639 [nioEventLoopGroup-2-5] INFO  c.l.m.s.h.ConnectionAdapter - channel active:/[0:0:0:0:0:0:0:1]:60108
00:12:00.649 [defaultEventExecutorGroup-3-4] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[connect, 1.0, {app=live, flashVer=LNX 9,0,124,2, tcUrl=rtmp://localhost:1935/live, fpad=false, capabilities=15.0, audioCodecs=4071.0, videoCodecs=252.0, videoFunction=1.0}])
00:12:00.649 [defaultEventExecutorGroup-3-4] INFO  c.l.m.s.h.RtmpMessageHandler - client connect RtmpCommandMessage(command=[connect, 1.0, {app=live, flashVer=LNX 9,0,124,2, tcUrl=rtmp://localhost:1935/live, fpad=false, capabilities=15.0, audioCodecs=4071.0, videoCodecs=252.0, videoFunction=1.0}]) 
00:12:00.650 [nioEventLoopGroup-2-5] INFO  c.l.m.s.h.ChunkEncoder - chunksize in encoder changed to:5000
00:12:00.650 [defaultEventExecutorGroup-3-4] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : WindowAcknowledgementSize(windowSize=5000000)
00:12:00.650 [defaultEventExecutorGroup-3-4] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[createStream, 2.0, null])
00:12:00.650 [defaultEventExecutorGroup-3-4] INFO  c.l.m.s.h.RtmpMessageHandler - create stream received : RtmpCommandMessage(command=[createStream, 2.0, null])
00:12:00.651 [defaultEventExecutorGroup-3-4] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[getStreamLength, 3.0, null, test])
00:12:00.651 [defaultEventExecutorGroup-3-4] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[play, 4.0, null, test, -2000.0])
00:12:00.651 [defaultEventExecutorGroup-3-4] INFO  c.l.m.s.e.Stream - subscriber : [id: 0x65aca402, L:/[0:0:0:0:0:0:0:1]:1935 - R:/[0:0:0:0:0:0:0:1]:60108] is added to stream :StreamName(app=live, name=test, obsClient=false)
00:12:00.651 [defaultEventExecutorGroup-3-4] INFO  c.l.m.s.e.Stream - avcDecoderConfigurationRecord:VideoMessage [timestampDelta=0, timestamp=0, inboundHeaderLength=12, inboundBodyLength=50]
00:12:00.652 [defaultEventExecutorGroup-3-4] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : UserControlMessageEvent(eventType=3, data=5)
00:13:12.346 [nioEventLoopGroup-2-4] INFO  c.l.m.s.h.ConnectionAdapter - channel inactive:/127.0.0.1:51074
00:13:12.346 [nioEventLoopGroup-2-5] INFO  c.l.m.s.h.ConnectionAdapter - channel inactive:/[0:0:0:0:0:0:0:1]:60108
00:16:00.489 [nioEventLoopGroup-2-6] INFO  c.l.m.s.h.ConnectionAdapter - channel active:/127.0.0.1:51076
00:16:00.500 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}])
00:16:00.500 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.h.RtmpMessageHandler - client connect RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}]) 
00:16:00.501 [nioEventLoopGroup-2-6] INFO  c.l.m.s.h.ChunkEncoder - chunksize in encoder changed to:5000
00:16:00.502 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[releaseStream, 2.0, null, test])
00:16:00.502 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[FCPublish, 3.0, null, test])
00:16:00.502 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[createStream, 4.0, null])
00:16:00.502 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.h.RtmpMessageHandler - create stream received : RtmpCommandMessage(command=[createStream, 4.0, null])
00:16:00.503 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:16:00.503 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.h.RtmpMessageHandler - publish :RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:16:00.504 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpDataMessage(data=[@setDataFrame, onMetaData, {videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:16:00 2022}])
00:16:00.504 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.e.Stream - avcDecoderConfigurationRecord  ok
00:16:00.504 [defaultEventExecutorGroup-3-5] INFO  c.l.m.s.e.Stream - Metadata:{videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:16:00 2022}
00:16:40.737 [nioEventLoopGroup-2-7] INFO  c.l.m.s.h.ConnectionAdapter - channel active:/[0:0:0:0:0:0:0:1]:60110
00:16:40.762 [defaultEventExecutorGroup-3-6] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[connect, 1.0, {app=live, flashVer=LNX 9,0,124,2, tcUrl=rtmp://localhost:1935/live, fpad=false, capabilities=15.0, audioCodecs=4071.0, videoCodecs=252.0, videoFunction=1.0}])
00:16:40.763 [defaultEventExecutorGroup-3-6] INFO  c.l.m.s.h.RtmpMessageHandler - client connect RtmpCommandMessage(command=[connect, 1.0, {app=live, flashVer=LNX 9,0,124,2, tcUrl=rtmp://localhost:1935/live, fpad=false, capabilities=15.0, audioCodecs=4071.0, videoCodecs=252.0, videoFunction=1.0}]) 
00:16:40.765 [nioEventLoopGroup-2-7] INFO  c.l.m.s.h.ChunkEncoder - chunksize in encoder changed to:5000
00:16:40.767 [defaultEventExecutorGroup-3-6] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : WindowAcknowledgementSize(windowSize=5000000)
00:16:40.767 [defaultEventExecutorGroup-3-6] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[createStream, 2.0, null])
00:16:40.767 [defaultEventExecutorGroup-3-6] INFO  c.l.m.s.h.RtmpMessageHandler - create stream received : RtmpCommandMessage(command=[createStream, 2.0, null])
00:16:40.769 [defaultEventExecutorGroup-3-6] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[getStreamLength, 3.0, null, test])
00:16:40.769 [defaultEventExecutorGroup-3-6] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[play, 4.0, null, test, -2000.0])
00:16:40.769 [defaultEventExecutorGroup-3-6] INFO  c.l.m.s.e.Stream - subscriber : [id: 0x5156dbcc, L:/[0:0:0:0:0:0:0:1]:1935 - R:/[0:0:0:0:0:0:0:1]:60110] is added to stream :StreamName(app=live, name=test, obsClient=false)
00:16:40.769 [defaultEventExecutorGroup-3-6] INFO  c.l.m.s.e.Stream - avcDecoderConfigurationRecord:VideoMessage [timestampDelta=0, timestamp=39000, inboundHeaderLength=12, inboundBodyLength=50]
00:16:40.769 [defaultEventExecutorGroup-3-6] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : UserControlMessageEvent(eventType=3, data=5)
00:17:52.102 [nioEventLoopGroup-2-6] INFO  c.l.m.s.h.ConnectionAdapter - channel inactive:/127.0.0.1:51076
00:17:52.102 [nioEventLoopGroup-2-7] INFO  c.l.m.s.h.ConnectionAdapter - channel inactive:/[0:0:0:0:0:0:0:1]:60110
00:25:44.690 [nioEventLoopGroup-2-8] INFO  c.l.m.s.h.ConnectionAdapter - channel active:/127.0.0.1:51078
00:25:44.696 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}])
00:25:44.696 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.h.RtmpMessageHandler - client connect RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}]) 
00:25:44.697 [nioEventLoopGroup-2-8] INFO  c.l.m.s.h.ChunkEncoder - chunksize in encoder changed to:5000
00:25:44.697 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[releaseStream, 2.0, null, test])
00:25:44.697 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[FCPublish, 3.0, null, test])
00:25:44.697 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[createStream, 4.0, null])
00:25:44.697 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.h.RtmpMessageHandler - create stream received : RtmpCommandMessage(command=[createStream, 4.0, null])
00:25:44.697 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:25:44.697 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.h.RtmpMessageHandler - publish :RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:25:44.698 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpDataMessage(data=[@setDataFrame, onMetaData, {videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:25:44 2022}])
00:25:44.698 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.e.Stream - avcDecoderConfigurationRecord  ok
00:25:44.698 [defaultEventExecutorGroup-3-7] INFO  c.l.m.s.e.Stream - Metadata:{videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:25:44 2022}
00:25:49.954 [nioEventLoopGroup-2-8] INFO  c.l.m.s.h.ConnectionAdapter - channel inactive:/127.0.0.1:51078
00:26:56.704 [nioEventLoopGroup-2-9] INFO  c.l.m.s.h.ConnectionAdapter - channel active:/127.0.0.1:51080
00:26:56.719 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}])
00:26:56.719 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.h.RtmpMessageHandler - client connect RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}]) 
00:26:56.719 [nioEventLoopGroup-2-9] INFO  c.l.m.s.h.ChunkEncoder - chunksize in encoder changed to:5000
00:26:56.720 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[releaseStream, 2.0, null, test])
00:26:56.720 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[FCPublish, 3.0, null, test])
00:26:56.720 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[createStream, 4.0, null])
00:26:56.720 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.h.RtmpMessageHandler - create stream received : RtmpCommandMessage(command=[createStream, 4.0, null])
00:26:56.720 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:26:56.720 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.h.RtmpMessageHandler - publish :RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:26:56.723 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpDataMessage(data=[@setDataFrame, onMetaData, {videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:26:56 2022}])
00:26:56.723 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.e.Stream - avcDecoderConfigurationRecord  ok
00:26:56.723 [defaultEventExecutorGroup-3-8] INFO  c.l.m.s.e.Stream - Metadata:{videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:26:56 2022}
00:27:02.394 [nioEventLoopGroup-2-9] INFO  c.l.m.s.h.ConnectionAdapter - channel inactive:/127.0.0.1:51080
00:28:03.626 [nioEventLoopGroup-2-10] INFO  c.l.m.s.h.ConnectionAdapter - channel active:/127.0.0.1:51082
00:28:03.632 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}])
00:28:03.632 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.h.RtmpMessageHandler - client connect RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}]) 
00:28:03.632 [nioEventLoopGroup-2-10] INFO  c.l.m.s.h.ChunkEncoder - chunksize in encoder changed to:5000
00:28:03.633 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[releaseStream, 2.0, null, test])
00:28:03.633 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[FCPublish, 3.0, null, test])
00:28:03.633 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[createStream, 4.0, null])
00:28:03.633 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.h.RtmpMessageHandler - create stream received : RtmpCommandMessage(command=[createStream, 4.0, null])
00:28:03.633 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:28:03.633 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.h.RtmpMessageHandler - publish :RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:28:03.633 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpDataMessage(data=[@setDataFrame, onMetaData, {videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:28:03 2022}])
00:28:03.634 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.e.Stream - avcDecoderConfigurationRecord  ok
00:28:03.634 [defaultEventExecutorGroup-3-1] INFO  c.l.m.s.e.Stream - Metadata:{videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:28:03 2022}
00:28:08.331 [nioEventLoopGroup-2-10] INFO  c.l.m.s.h.ConnectionAdapter - channel inactive:/127.0.0.1:51082
00:29:58.412 [nioEventLoopGroup-2-11] INFO  c.l.m.s.h.ConnectionAdapter - channel active:/127.0.0.1:51084
00:29:58.418 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}])
00:29:58.418 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.h.RtmpMessageHandler - client connect RtmpCommandMessage(command=[connect, 1.0, {app=live, type=nonprivate, tcUrl=rtmp://localhost:1935/live}]) 
00:29:58.419 [nioEventLoopGroup-2-11] INFO  c.l.m.s.h.ChunkEncoder - chunksize in encoder changed to:5000
00:29:58.419 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[releaseStream, 2.0, null, test])
00:29:58.419 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[FCPublish, 3.0, null, test])
00:29:58.419 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[createStream, 4.0, null])
00:29:58.419 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.h.RtmpMessageHandler - create stream received : RtmpCommandMessage(command=[createStream, 4.0, null])
00:29:58.419 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:29:58.419 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.h.RtmpMessageHandler - publish :RtmpCommandMessage(command=[publish, 5.0, null, test, live])
00:29:58.420 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.h.RtmpMessageHandler - RTMP_Message_Read : RtmpDataMessage(data=[@setDataFrame, onMetaData, {videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:29:58 2022}])
00:29:58.420 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.e.Stream - avcDecoderConfigurationRecord  ok
00:29:58.420 [defaultEventExecutorGroup-3-2] INFO  c.l.m.s.e.Stream - Metadata:{videocodecid=7.0, width=384.0, height=216.0, AspectRatioX=1.0, AspectRatioY=1.0, framerate=5.0, videodatarate=2048.0, metadatacreator=GStreamer 1.20.1 FLV muxer, encoder=GStreamer 1.20.1 FLV muxer, creationdate=Wed Apr 27 16:29:58 2022}
